"","SRR7457551","SRR7457552","SRR7457555","SRR7457556","SRR7457559","SRR7457560"
"Hao2",0,0,0,0,0,0
"Hap1",2.01334256,0,9.52001493333333,6.07999653333333,0,4.94668512
"Hapln1",0,0,0,0,0,0
"Hapln2",0,0,0,0,0,0
"Hapln3",0,0,0,0,0,0
"Hapln4",4.02667136,5.31999136,0,8.0133392,0,5.026664
"Harbi1",109.986673466667,110.85334088,78.8132047733333,59.2000187733333,79.2000070133333,67.3999567733333
"Hars",1722.43150636,1807.59069677333,1191.19441904,1253.82288398667,835.27296456,757.6816478
"Hars2",595.16850208,544.009319346667,521.272239453333,522.89708984,557.00705108,454.691662746667
"Has1",3.01333413333333,1.306668,5.94666306666667,10.6133265333333,5.2533404,0
"Has2",0,0,0,0,0,0
"Has2os",0,0,0,0,0,0
"Has3",16.6399940266667,17.5867022933333,31.30664128,29.9333230933333,13.5333562666667,25.93334272
"Hat1",2816.21374996,2822.25995438667,952.778675626667,923.472029573333,812.01857716,812.984032853333
"Haus1",358.74000304,364.6666552,95.49333152,134.966662453333,88.9066631466667,87.44667312
"Haus2",705.59164488,585.619406506667,1501.90754564,1148.03119158667,294.130760293333,353.03466344
"Haus3",509.329916653333,544.588466293333,221.476819986667,214.640062093333,207.666642453333,203.233739453333
"Haus4",1147.12668176,993.5666362,266.53332788,234.12668208,302.9066696,280.50665128
"Haus5",754.017168013333,680.4104552,195.78587676,52.3856233333333,270.649380346667,179.175860093333
"Haus6",1054.3066496,971.5267228,369.02003432,467.439973973333,324.13334088,312.186708133333
"Haus7",416.15999632,381.3466944,171.85999296,161.540000986667,128.97333184,101.639996373333
"Haus8",1401.05143117333,1494.21894504,358.275414533333,286.958939866667,558.612011906667,444.280939973333
"Havcr1",0,2.01332693333333,5.38667266666667,4.0533416,0,0
"Havcr2",4001.05994772,4065.4401138,4792.35294188,4964.91324732,2944.03318656,2606.20006672
"Hax1",672.697672533333,645.940140133333,386.60925384,399.95429672,405.775461666667,308.15335712
"Hba-a1",11.4666599466667,13.5666707333333,0,0,0,24.5599981066667
"Hba-a2",7.41332728,12.59332872,0,0,0,23.5600027466667
"Hba-ps4",4.00000036,4.51999844,8.4266652,6.04000108,4.17333504,1.85333352
"Hba-x",0,0,0,0,0,0
"Hbb-bh0",0,0,0,0,0,0
"Hbb-bh1",0,0,0,0,0,0
"Hbb-bh2",0,0,0,0,0,0
"Hbb-bh3",0,0,0,0,0,0
"Hbb-bs",7.06000112,12.0400033066667,3.52666378666667,0,0,20.6733294933333
"Hbb-bt",5.04666828,9.98666802666667,3.5266698,0,0,14.6200004266667
"Hbb-y",0,0,0,0,0,0
"Hbegf",4.9733334,0,18.30665088,51.93332648,4.81332992,0
"Hbp1",1784.37336169333,1354.60396008,1770.39840325333,1185.52169166667,2019.43971032,2047.54922284
"Hbq1a",0,0,0,0,0,0
"Hbq1b",0,0,0,0,0,0
"Hbs1l",843.20668832,738.34328484,889.00003508,976.32562964,655.18005448,522.3155832
"Hc",0,0,0,0,0,0
"Hcar1",0,0,3.0266676,19.0533504,2.0266698,0
"Hcar2",1335.11985706667,838.9066152,3548.2134408,3461.09329226667,1827.72006173333,1424.78670493333
"Hccs",902.093380426667,899.413396306667,1413.03992285333,1423.71654585333,595.23269724,576.59997172
"Hcfc1",5683.93240333333,5064.35347861333,3684.23302162667,3793.72025050667,3848.14651050667,3237.84645048
"Hcfc1r1",1298.74964149333,1123.14922353333,1222.94086933333,1103.40025634667,991.544438426667,817.339840533333
"Hcfc1r1-ps1",5.06666714666667,9.09333210666667,7.06666709333333,3.04000213333333,2.02666501333333,3.02666498666667
"Hcfc1r1-ps2",0,0,0,0,0,0
"Hcfc2",383.893345666667,380.106723466667,266.20664284,355.6933228,223.57332916,234.59996484
"Hck",4527.56198250667,4051.65133245333,3280.41988472,3538.76004888,3488.56034997333,2888.76010162667
"Hcls1",7976.39278617333,6786.16006645333,6491.67983954667,6113.06673302667,5157.63331981333,4290.64705416
"Hcn1",0,0,0,0,0,0
"Hcn2",66.5066514,63.9866484,8.0666508,10.0933458,10.0800209466667,7.0399908
"Hcn3",0,4.01331232,3.01334592,0,0,0
"Hcn4",0,0,0,0,0,0
"Hcrt",0,0,0,0,0,0
"Hcrtr1",0,0,0,0,0,0
"Hcrtr2",0,0,0,0,0,0
"Hcst",163.613340186667,103.06666528,220.220007173333,190.193328613333,159.466669146667,149.666654746667
"Hdac1",2124.72671525333,2054.32694837333,1164.39955845333,1213.0151684,1249.76829949333,1093.01093373333
"Hdac10",89.7333315733333,128.319983,46.2400121866667,32.38667844,56.4133514133333,63.8933448
"Hdac11",13.7047966533333,7.98666194666667,18.65334912,16.6533408533333,9.82667662666667,19.09334628
"Hdac2",1350.56000237333,1276.90667609333,616.26672104,707.78666328,729.199982653333,662.346621866667
"Hdac3",1325.75328857333,1244.61335341333,678.77992268,740.666779373333,633.506606106667,625.873375973333
"Hdac4",2363.04021108,1789.18650014667,2278.60711902667,2829.72026585333,1678.48664361333,1376.69993358667
"Hdac5",1490.3104124,941.648211426667,1438.0515626,966.174481653333,1549.37627568,1264.42774834667
"Hdac6",901.993373666667,779.63346108,440.506645346667,521.16663432,393.29332556,288.406666906667
"Hdac7",13.9357139466667,14.0284042133333,19.9747242933333,8.96182464,21.5032966666667,17.4271224533333
"Hdac8",103.013338773333,89.4399991466667,111.06665472,111.553328973333,102.97334008,94.1866764933333
"Hdac9",99.95997092,235.750751746667,89.5068217066667,83.9466557333333,198.079993346667,80.2000482666667
"Hdc",0,0,8.81333994666667,4.03999232,3.97330992,0
"Hddc2",140.666663106667,125.573325066667,135.506673573333,124.0400202,64.9866725466667,67.26667748
"Hddc3",24.8408454666667,40.10883472,60.69288696,48.52518188,9.65695333333333,0
"Hdgf",5720.03329421333,5322.3071894,2993.45341328,2904.96019946667,2668.17995637333,2294.62662124
"Hdgfl1",0,0,0,0,0,0
"Hdgfrp2",1280.75990374667,1096.82667196,690.759837986667,613.266701893333,698.893331266667,660.166647053333
"Hdgfrp3",701.861325826667,427.883015653333,918.666885066667,755.66695276,617.5769966,601.098885426667
"Hdhd1a",0,0,0,0,0,0
"Hdhd2",623.426679653333,563.199997733333,350.264683293333,372.691749613333,350.159974373333,347.060010693333
"Hdhd3",21.7333318,23.5199933333333,24.9199944666667,60.3999984,8.98666506666667,6.00000026666667
"Hdlbp",9817.7965292,9714.10558789334,7348.91417828,7050.2863474,6272.69355570667,5564.0195756
"Hdx",0,0,0,0,0,0
"Heatr1",2179.5133724,2323.3866412,1516.70663412,2253.65323728,1386.7866354,1313.19335088
"Heatr3",1057.86667146667,1138.88007581333,758.21634572,1164.18732956,627.92007168,621.5732936
"Heatr4",0,0,0,0,1.20001,0
"Heatr5a",3469.51179536,2700.56019376,2241.72904592,2053.338118,2516.274007,2304.53240316
"Heatr5b",1292.90003028,1253.94665352,842.959995626667,718.30663236,903.66674184,883.319985626667
"Heatr6",1288.18658592,1193.21334102667,874.066602586667,918.386710413333,1099.01524713333,866.5733086
"Heatr9",0,0,0,0,0,0
"Hebp1",6481.06702130667,5897.02632766667,3937.12667357333,3972.71342408,4271.28678190667,3689.55316172
"Hebp2",0,0,0,0,0,0
"Heca",973.28003196,643.09337772,1692.70670844,1043.59998854667,1227.39995389333,1260.78666877333
"Hectd1",5008.040516,4372.2331296,5637.88686176,5082.02550112,3804.65326848,3583.2401072
"Hectd2",0,0,0,0,0,0
"Hectd3",2386.48878636,2124.429435,2168.04376289333,2140.4547674,2045.81618753333,1785.91005482667
"Hecw1",0,0,0,0,0,0
"Hecw2",14.04000528,6.15995996,11.0132617466667,4.93334417333333,23.49326644,21.0400348666667
"Heg1",5.90668234666667,13.0266970133333,18.4666332,16.1066584133333,29.0666636,22.58670168
"Helb",1151.14944408,1048.179983,606.02666396,488.42666028,632.6800186,567.01330816
"Hells",1363.62060333333,1228.02990664,102.73334544,180.7705928,229.186689346667,170.50130768
"Helq",304.439987573333,263.58664344,186.080023786667,250.53333252,121.5066938,119.933323853333
"Helt",0,0,0,0,0,0
"Helz",1314.33994984,1101.98672974667,933.263396373333,585.759999133334,921.166626306667,907.060011493333
"Helz2",1074.97329568,869.173391453333,1039.85344890667,863.46672304,902.85329244,695.96000744
"Hemgn",0,0,0,0,0,0
"Hemk1",146.56000908,128.639999466667,89.6266901333333,87.2400271333333,114.333348013333,96.2000049866667
"Henmt1",0,0,0.506669973333333,4.34667394666667,0,0
"Hepacam",0,0,0,0,0,0
"Hepacam2",10.89333344,37.093356,74.49332392,48.0800184,92.57333696,96.45332336
"Heph",0,0,0,0,0,1.73524236
"Hephl1",0,0,0,0,0,0
"Herc1",3770.03926432,3052.73387821333,3372.29137053333,2852.1963458,3468.70021678667,3001.33636249333
"Herc2",5129.49408469333,4307.36020429333,3575.2795616,2302.48028568,4198.63943493333,3812.15991073333
"Herc3",431.026635066667,319.840032506667,291.746725173333,400.720007493333,267.86666904,193.933319573333
"Herc4",1737.15332238667,1340.09327012,1520.18664282667,1134.33997566667,1804.74663274667,1614.75339130667
"Herc6",726.04003928,761.49997864,495.06667276,413.856663706667,579.15334904,487.12661792
"Herpud1",1966.73988928,2722.44009150667,3353.98634793333,1931.20023182667,1971.84000434667,2118.35989161333
"Herpud2",1348.00006133333,1071.73333642667,1498.18660842667,1305.69336202667,1345.0133088,1241.09334570667
"Hes1",0,0,0,0,6.05332736,0
"Hes2",8.04000681333333,7.08001001333333,13.9466762,9.10665872,12.7999909466667,13.0266792666667
"Hes3",0,0,0,0,0,0
"Hes5",0,0,0,0,0,0
"Hes6",858.853287053333,671.2133254,929.58659808,884.586650333333,625.720002866667,569.333375853333
"Hes7",35.4173256,15.75282024,24.65032644,15.14612988,43.44725952,46.77550596
"Hesx1",0,0,0,0,0,0
"Hexa",15075.6139836667,12120.3068594667,14250.5260228,13312.0688895333,11908.9197026667,10976.2269611333
"Hexb",4332.30694250667,4409.13826752,2566.42500650667,2269.53278869333,2029.13748053333,1870.36429141333
"Hexdc",252.488326746667,261.448905906667,168.97827116,186.575457386667,157.676687653333,117.51838088
"Hexim1",652.4466,624.5933606,778.386595,770.4266626,614.846691,600.0599984
"Hexim2",23.50665948,27.6000011866667,38.8266822133333,17.3866696266667,21.01334,24.4399968
"Hey1",29.7466540933333,18.74665408,17.59999356,18.6133244666667,22.2000106,16.92000284
"Hey2",0,0,0,0,0,0
"Heyl",0,0,0,0,0,0
"Hfe",623.496053653333,502.495916986667,442.93332896,393.837780666667,385.3734008,389.568833573333
"Hfe2",0,0,0,0,0,0
"Hfm1",0,0,0.2026752,1.01330146666667,2.01335541333333,0
"Hgd",0,0,0,0,0,0
"Hgf",145.490986813333,86.22666476,330.706051186667,302.305823,310.91369204,276.397531653333
"Hgfac",0,0,0,0,0,0
"Hgh1",198.61331948,128.71998688,107.29333296,204.77332968,134.4666742,109.33333108
"Hgs",2056.35982274667,1725.42656958667,1737.38659198667,1783.51345506667,1631.39331758667,1434.10014764
"Hgsnat",1854.42006664,1645.8933484,1192.20657966667,1169.22665286667,1153.29324496,1002.619986
"Hhat",14.97334024,13.6266943066667,7.9199906,0,10.6773146666667,5.97333170666667
"Hhatl",0,0,0,0,0,0
"Hhex",767.11340444,602.906648773333,755.420004946667,496.13326428,950.580019626667,779.093292226667
"Hhip",0,0,0,0,0,0
"Hhipl1",0,0,0,0,0,0
"Hhipl2",0,4.960009,0,2.026666,0,0
"Hhla1",0,0,0,0,0,0
"Hibadh",1230.78667845333,1246.98006908,756.219907373333,926.680025906667,729.09333432,646.141619973333
"Hibch",330.509302813333,288.02001144,102.7093644,116.159979573333,163.146675893333,171.142711173333
"Hic1",6.05335362666667,8.97334862666667,7.82665901333333,6.00001272,7.32001365333333,4.05334938666667
"Hic2",309.86661936,259.88004024,739.99471896,436.51827504,288.57334872,279.61336152
"Hid1",0,6.96001488,23.06666544,0,5.8799832,8.83999944
"Hif1a",4582.91168497333,5111.10048041333,2757.02380610667,3918.66423905333,1672.63951024,1741.42943388
"Hif1an",957.280022373333,886.100011386667,751.02670368,805.620034826667,714.773367306667,689.173286986667
"Hif3a",0,0,0,0,0,0
"Higd1a",484.25336152,520.660011293333,278.2599974,260.177780693333,210.38667292,180.119991853333
"Higd1b",0,0,0,0,0,0
"Higd1c",0,0,0,0,0,0
"Higd2a",714.14663904,567.0266976,683.93333664,643.2800112,680.31997632,533.59998912
"Hilpda",175.986668453333,196.519999333333,2198.34670714667,1822.52663637333,109.14666824,116.773337066667
"Hils1",0,0,0,0,0,0
"Hinfp",280.320012,244.519996,207.25334,181.21334,227.906672,201.759992
"Hint1",3357.24022922667,3423.52004789333,1929.24010384,1857.97342853333,1435.46662426667,1346.86661930667
"Hint2",410.186664266667,343.093353973333,281.52000416,287.480017933333,245.70665516,198.453303786667
"Hint3",282.008913013333,265.519997026667,160.71998012,166.155566453333,203.866677466667,193.079995173333
"Hip1",12189.6200712133,11897.06771148,8217.25290706667,12028.85076204,9457.15274238667,8094.14641036
"Hip1r",867.586578013333,476.11216628,1400.69096812,1377.00303876,707.969325186667,678.701960573333
"Hipk1",6561.61338338667,5646.82330921333,6883.86547848,5649.93343352,6183.61343077333,5451.88145257333
"Hipk2",3827.78640272,3103.13300129333,3055.31352694667,4554.70623650667,2567.45301917333,2336.06670692
"Hipk3",3769.17310737333,3569.67897174667,3290.47930653333,3269.90558621333,2669.46614972,2699.39919418667
"Hipk4",7.00000634666667,9.10664832,16.92000464,10.11998416,6.02666269333333,4.99998781333333
"Hira",1056.71338064,994.053388546667,856.2267174,1001.01338053333,700.8799398,499.578113426667
"Hirip3",845.27806776,818.92038272,196.757097493333,172.95850136,254.627891373333,226.85378224
"Hist1h1a",9.71999984,6.95999904,1.0133328,0,1.47999832,0.82666488
"Hist1h1b",22.1066672266667,19.6399963866667,3.42666646666667,5.43999833333333,5.0666656,3.03999936
"Hist1h1c",544.8821456,522.4622624,2262.3289728,2046.9774208,939.0333056,890.4334192
"Hist1h1d",25.87555616,28.73555168,46.22222016,51.5444688,29.98666208,28.02665856
"Hist1h1e",25.7622070933333,29.57556096,52.55555712,51.4244115733333,19.2333439466667,20.4466797333333
"Hist1h1t",0,0,0.89333604,0,0,0
"Hist1h2aa",0,0,0,0,0,0
"Hist1h2ab",67.08269524,72.6560227066667,18.0160087066667,14.1573314666667,17.8399959466667,12.4533268933333
"Hist1h2ac",134.022877333333,153.177783733333,26.0446954133333,24.1786992533333,33.90125312,24.2846949333333
"Hist1h2ad",112.237910413333,135.750211,17.6906682266667,19.1544519866667,27.2453399466667,21.8694037333333
"Hist1h2ae",76.6106938666667,86.7013458666667,22.6586493333333,31.7946541333333,28.6213226666667,19.4266832
"Hist1h2af",86.20661,96.03555472,15.12261604,14.7973406,22.08271884,12.86936196
"Hist1h2ag",328.191571866667,391.433218,33.7717269333333,30.2975814,70.4879212,70.3451048666667
"Hist1h2ah",171.7511742,210.878667,18.968013,21.6182142,37.5279696,34.6533498
"Hist1h2ai",84.5346406,90.71724848,16.2399914,16.38666424,20.38932732,15.9653368
"Hist1h2aj",73.8060317866667,76.7332544,16.85864576,12.372448,19.0047850666667,13.0812586666667
"Hist1h2ak",55.5208916,64.4328478,4.23408244,7.18677004,10.28381964,7.56711544
"Hist1h2al",18.48357504,20.24371944,68.0433768,63.50227128,35.28515592,32.58114048
"Hist1h2an",89.98046256,106.0466746,15.08800884,18.86622176,23.11468276,15.60266592
"Hist1h2ao",449.7270016,497.2469248,48.6642304,50.6418112,95.9084672,78.7471424
"Hist1h2ap",463.14412144,508.955747173333,47.8775869866667,52.3351294133333,96.7484988533333,84.32466608
"Hist1h2ba",8.63733248,6.23733248,21.45065472,17.91998464,14.2640128,17.22400256
"Hist1h2bb",12.7199911466667,4.5413344,12.6880016,11.4880199466667,12.2986729066667,13.1733350933333
"Hist1h2bc",318.419723093333,271.353877333333,851.574923946667,772.229266346667,839.55802624,861.862928213333
"Hist1h2be",60.5402216266667,35.66839636,95.4181879466667,81.3635191866667,107.161336893333,116.837937293333
"Hist1h2bf",19.2986586,16.2044143066667,37.8937635866667,38.6127084533333,43.9417701066667,48.7081966266667
"Hist1h2bg",49.4892906,44.02745616,112.25627688,122.15487276,100.02599688,119.19224484
"Hist1h2bh",18.0837591466667,27.1804450133333,58.7686269333333,52.19466016,45.8437571733333,48.4525967466667
"Hist1h2bj",17.79199732,21.2533421066667,35.10199312,24.7106680533333,16.0213309866667,18.3373248933333
"Hist1h2bk",13.8664956266667,10.2481403733333,37.57930512,32.7826912,20.3840399466667,24.6892187733333
"Hist1h2bl",12.58666012,11.46667252,39.33513088,33.55735224,27.90400312,28.6719772
"Hist1h2bm",7.66399788,3.60799888,10.46399736,10.43999944,11.67999696,8.85600972
"Hist1h2bn",11.35990616,9.28013892,25.82490136,23.16527752,22.279991,21.80000212
"Hist1h2bp",10.1546129066667,10.45601732,24.3306631866667,25.1426645466667,24.32267768,23.1360076266667
"Hist1h2bq",19.6080794,16.4986934,59.0851212,47.4146722,32.4800042,43.25731424
"Hist1h2br",22.0426474666667,15.0826843733333,61.1473290266667,44.1239621333333,32.81201924,40.8106721066667
"Hist1h3a",18.61466328,12.5120116,1.8240016,3.21600432,4.56799976,1.7946672
"Hist1h3b",9.9924408,5.8484352,2.38666933333333,2.03200453333333,3.2355568,2.04799226666667
"Hist1h3c",9.23245692,12.34710656,0.9973318,1.60800152,1.66222184,2.80266764
"Hist1h3d",7.2133376,5.91733333333333,6.19200213333333,5.78671893333333,3.04533226666667,18.9093333333333
"Hist1h3e",16.6399892266667,6.07933626666667,6.88534058666667,2.23866309333333,8.42401530666667,3.50666330666667
"Hist1h3f",7.90444544,8.72446144,3.27465941333333,2.86533546666667,1.84088362666667,1.59466965333333
"Hist1h3g",4.95733336,4.063332,1.09600082666667,1.1226684,2.62399470666667,0.95999848
"Hist1h3h",6.15199596,5.89266592,2.38399728,2.51199912,0.90133396,1.62400348
"Hist1h3i",7.33860228,5.94328468,1.37866936,2.2000008,1.1040008,1.61333392
"Hist1h4a",5.30666341333333,3.81599782666667,3.02133216,2.02132905333333,5.17245241333333,4.04533154666667
"Hist1h4b",10.3599955466667,6.50933374666667,2.61599709333333,2.61599709333333,3.37510873333333,2.41599908
"Hist1h4c",10.8266656,5.6613296,3.41333193333333,3.8426706,7.30399766666667,3.22133033333333
"Hist1h4d",6.64133844,12.49202376,1.10533084,5.94266304,7.90000216,1.91866268
"Hist1h4f",5.63200049333333,4.02399996,3.21066782666667,2.61866776,0.80533488,2.02133445333333
"Hist1h4h",10.3760054933333,6.65333782666667,10.3599991733333,4.74399449333333,2.42933430666667,3.14133174666667
"Hist1h4i",52.3473829733333,52.8605965066667,46.3817760666667,58.0875811066667,25.4084561333333,37.0804799066667
"Hist1h4j",6.77599848,5.39200392,4.33867248,3.93600672,4.95466296,3.11733144
"Hist1h4k",8.94933728,5.19466688,2.80799584,4.23466368,8.559096,11.51200128
"Hist1h4m",6.69777024,8.1273412,4.36310968,6.94488232,4.80977992,5.66843584
"Hist1h4n",7.00711946666667,6.49576346666667,5.30844173333333,6.69821893333333,5.38843893333333,5.87111106666667
"Hist2h2aa1",0,38.3225873066667,6.81986018666667,0,0,5.9333672
"Hist2h2aa2",0,0,0,0,0,0
"Hist2h2ab",2.92466352,3.85799888,7.65066464,0,5.3599976,6.45266976
"Hist2h2ac",12.2100298666667,6.74266666666667,12.0726874666667,22.1006864,14.1406442666667,13.2133109333333
"Hist2h2bb",0.04666488,2.6560018,0,0,0,0.0413258
"Hist2h2be",90.5333314666667,43.8400058666667,34.2000128,28.1733490666667,105.879998933333,50.1466602666667
"Hist2h3b",6.09191221333333,2.57911253333333,0,0,0,9.40095562666667
"Hist2h3c1",66.9462005333333,8.80222373333333,52.5280634666667,74.1184322666667,170.273642933333,72.6652472
"Hist2h3c2",29.6342232,12.1626568,52.50484,27.0444568,69.951532,67.7502768
"Hist2h4",8.90666773333333,2.36000093333333,4.01334253333333,9.93332866666667,12.3199964,9.21332506666667
"Hist3h2a",140.974717253333,151.99499952,149.338022613333,95.5444409066667,290.989645493333,267.28241152
"Hist3h2ba",4.98667058666667,1.48000197333333,7.9866664,5.02667064,1.50666594666667,5.96666370666667
"Hist3h2bb-ps",0.9733318,2.5200024,1.7066678,4.0266644,6.1733338,3.0200014
"Hist4h4",0,0,2.52531869333333,1.41867376,4.03999838666667,0.202662226666667
"Hivep1",1441.79322634667,1391.50000553333,3533.64667076,3402.19341652,1888.18653969333,1670.4732874
"Hivep2",262.05509088,226.85328408,618.133354893333,749.91390816,412.279997546667,438.270307773333
"Hivep3",1081.63987644,977.97339816,4243.58257718667,6636.62639861333,2170.22664529333,1837.96009836
"Hjurp",5814.08149524,5143.1731378,2011.56680078667,1557.12674968,4303.3619826,4226.2290512
"Hk1",637.280032693333,611.626643866667,495.89330376,555.346668773333,428.400027906667,426.559955626667
"Hk1os",0,0,0,0,0,0
"Hk2",1931.86661868,1976.9333328,1366.19992329333,1990.38669006667,869.173331933333,704.906660813333
"Hk3",1186.785686,970.10975716,793.449292893333,723.34666848,844.066613666667,661.73080336
"Hkdc1",0,0,0,0,0,0
"Hlcs",461.43995096,412.3466864,623.78670512,536.000006733333,346.306669866667,324.253329773333
"Hlf",0,0,10.05336696,6.00000370666667,0,0
"Hltf",1660.15334028,1308.58660101333,942.693264026667,780.225428893333,1358.8759332,1252.39177681333
"Hlx",436.57332392,531.133316533333,477.373336613333,373.3200068,381.999976506667,253.506652906667
"Hm629797",4.02665765333333,2.01332882666667,0,5.98665496,0.986665093333333,2.02666170666667
"Hmbox1",963.86657396,796.29331456,877.22667428,757.47986244,933.793361053333,756.706652173334
"Hmbs",806.771071226667,876.075640826667,424.946670346667,363.760002693333,394.213330186667,373.853359466667
"Hmces",338.41993856,294.560023826667,360.279983146667,338.89867196,238.6799848,182.36000208
"Hmcn1",9.89333429333333,0,38.3734283733333,31.9333068266667,64.9067102933333,39.6666975466667
"Hmcn2",0,0,0,0,0,0
"Hmg20a",474.973332986667,437.213369506667,279.1333514,305.53330272,444.453339826667,403.5466266
"Hmg20b",1363.95339749333,1171.73333172,1249.63998630667,1131.3379564,1289.92005834667,1035.84006124
"Hmga1",1779.13058376,1683.34005038667,1385.53721384,1406.01176546667,1053.60186758667,875.83869952
"Hmga1-rs1",991.51233856,924.1801704,972.32696648,997.63399216,567.24211648,499.33745728
"Hmga2",0,0,20.7866488,10.13333,0,3.5333432
"Hmgb1",2471.8873338,2148.35458002667,683.317688266667,601.796415066667,802.094820666667,670.734853626667
"Hmgb1-ps1",143.81054968,146.215979493333,59.9760280533333,59.5426763733333,51.3813718933333,46.9973379733333
"Hmgb1-ps2",294.187948,281.06876048,122.9164552,119.50144896,105.56271184,96.616032
"Hmgb1-ps3",220.88705696,214.72902512,89.45247568,81.77059632,73.90939888,67.3876344
"Hmgb1-ps4",120.858407,116.748009666667,53.4550958666667,52.2817259333333,40.4693797333333,45.1093670666667
"Hmgb1-ps5",111.297081253333,111.5170814,59.47833152,57.6095816666667,75.1483308266667,52.51041748
"Hmgb1-ps6",102.41778624,97.9229163733333,45.0071365333333,40.5116178133333,34.73417024,31.9181796266667
"Hmgb1-ps7",206.23257504,205.27730208,77.8060512,77.28314112,71.62588512,63.25310304
"Hmgb1-ps8",92.9952463733333,75.3378062666667,26.3342341333333,35.61874896,90.1519293333333,61.75106888
"Hmgb1-ps9",83.52510048,96.2495568,34.31464128,32.47062336,30.20540544,30.09864096
"Hmgb1-rs16",6.85333182666667,7.04000258666667,12.0133288,12.02666768,1.98666761333333,0.99999916
"Hmgb1-rs17",17.17067808,18.3546648,7.97466384,7.3039968,9.1253304,6.14134224
"Hmgb1-rs18",0,0,0,0,0,0
"Hmgb1l",0.202666933333333,0,0,0.200002266666667,0,0
"Hmgb2",4034.59328792,3927.35941264,877.27235448,734.9748064,960.20880304,882.1244652
"Hmgb3",164.306511013333,132.755221386667,51.07885056,48.0749735333333,10.8266476266667,21.88671156
"Hmgb3-ps",0,0,0,0,0,0
"Hmgb4",0,0,0,0,0,0
"Hmgb4os",0,0,0,0,0,0
"Hmgcl",2338.68660490667,1891.22227632,2077.75977094667,2173.71986764,1925.67991621333,1848.76003992
"Hmgcll1",0,0,0,0,0,0
"Hmgcr",2766.2266496,3014.53372577333,1428.97344918667,1147.05342044,1133.73320926667,1163.43979826667
"Hmgcs1",7411.62025621333,7544.54018016,1859.18005841333,1995.35996713333,2277.13997065333,2316.35992472
"Hmgcs2",0.360013733333333,2.02668386666667,0,0,1.01332,0
"Hmgn1",3109.81044586667,3253.31614062667,1185.68528716,1295.41473037333,1030.66868465333,942.214561626667
"Hmgn2",6302.27956037333,6692.50215676,2776.28651461333,2604.1081318,2964.05340866667,2769.08501006667
"Hmgn2-ps1",509.39291016,393.6400398,235.2446904,244.12653264,231.7498248,206.96875092
"Hmgn2l6",0,0.18933148,0,0,0,0.09599896
"Hmgn3",3.85332965333333,6.06394394666667,0,0,0,0
"Hmgn5",1161.64002922667,1121.39330872,474.27335016,414.65996624,408.853350426667,368.039993706667
"Hmgxb3",793.96697728,757.273375866667,628.35403452,974.49544808,574.755923146667,519.017024093333
"Hmgxb4",810.613306973333,679.653261186667,366.040006653333,442.733314733333,398.186633786667,362.733310506667
"Hmha1",6689.96604666667,5577.86705654667,5601.12701037333,5125.00634250667,6262.89272358667,4937.16644872
"Hmmr",2378.30184316,2033.64862477333,230.81334752,251.336223893333,376.056206093333,312.376135613333
"Hmox1",8273.38635629333,8096.46633605333,2720.786716,18947.24624736,2555.43993706667,2752.04005826667
"Hmox2",2419.36877632,2430.09447746667,2286.24225330667,2175.64669341333,1474.95995130667,1363.04331986667
"Hmx1",0,0,0,0,0,0
"Hmx2",2.02668136,1.98668624,0,0,0,0
"Hmx3",0,0,0,0,0,0
"Hn1",5694.10036686667,5287.59863284,3563.28243826667,3778.75762694667,3076.18222166667,3040.64676368
"Hn1l",3445.12659362667,3575.32653072,832.086664173333,748.40668812,1073.71334392,926.913369853333
"Hnf1a",0,0,0,0,0,0
"Hnf1aos1",0,0,0,0,0,0
"Hnf1aos2",0,0,0,0,0,0
"Hnf1b",0,0,0,0,0,0
"Hnf4a",0,0,0,0,0,0
"Hnf4aos",0,0,0,0,0,0
"Hnf4g",0,0,0,0,0,0
"Hnmt",16.86666112,18.8533262933333,29.1866688,29.0666665866667,12.81333312,18.17334144
"Hnrnpa0",6116.15983368,5415.50694533333,5864.79982573333,6048.80063528,4073.39996544,3576.61332634667
"Hnrnpa1",5158.35079138667,4480.01930977333,3143.10148496,3352.51035274667,1873.91271790667,1556.18704178667
"Hnrnpa1l2-ps",33.1253536,33.3146574933333,26.42000096,26.2948352,14.6906787733333,11.7273556266667
"Hnrnpa2b1",20006.5941789467,18165.3467675733,10977.2074888,11632.07589624,10808.7657524133,10086.06099668
"Hnrnpa3",1048.54994037333,1196.45287709333,1764.18480989333,1761.12294685333,1417.16532666667,1332.01740832
"Hnrnpab",13542.53559268,14351.5116524,7009.2556222,8557.39279476,5354.98847208,4657.01593632
"Hnrnpc",4817.22274354667,4510.45342718667,4378.733312,4202.54446466667,3122.81783472,3223.92465137333
"Hnrnpd",4816.07847817333,4395.1167444,2760.00520612,2928.81473348,1912.87122501333,1397.28892742667
"Hnrnpdl",3913.26006474667,3137.93350930667,4282.99313324,4449.77991604,2533.06651317333,2138.17993002667
"Hnrnpf",8835.47225273333,8571.24277369334,5556.32071606667,5713.57735597333,5102.25275156,4606.05345778667
"Hnrnph1",6974.05318589333,5986.52020949333,8318.94010196,7291.33342013333,6584.05340069333,5108.14663512
"Hnrnph2",1945.51721493333,1798.58010421333,2078.66531329333,2141.14462172,1364.99167245333,1347.42356717333
"Hnrnph3",517.63943532,555.107070106667,454.251051226667,352.15702788,511.788103733333,441.33624608
